"PM10","AQI","temp","Latitude","Longitude","windspeed","state","county","City.Name"
38,35,83.875,36.985119,-119.658339,3.983333,"California","Fresno","Not in a city"
44,41,81.208333,36.985119,-119.658339,3.975,"California","Fresno","Not in a city"
32,30,85.625,36.985119,-119.658339,4.2125,"California","Fresno","Not in a city"
32,30,86.208333,36.985119,-119.658339,3.441667,"California","Fresno","Not in a city"
59,53,89.416667,36.985119,-119.658339,4.108333,"California","Fresno","Not in a city"
47,44,87.478261,36.985119,-119.658339,4.891304,"California","Fresno","Not in a city"
41,38,82.666667,36.985119,-119.658339,3.983333,"California","Fresno","Not in a city"
65,56,86.041667,36.985119,-119.658339,4.5875,"California","Fresno","Not in a city"
48,44,85.416667,36.985119,-119.658339,3.7125,"California","Fresno","Not in a city"
35,32,86.75,36.985119,-119.658339,4.504167,"California","Fresno","Not in a city"
35,32,87.666667,36.985119,-119.658339,4.741667,"California","Fresno","Not in a city"
51,47,85,36.985119,-119.658339,4.341667,"California","Fresno","Not in a city"
51,47,88.541667,36.985119,-119.658339,3.779167,"California","Fresno","Not in a city"
63,55,85.875,36.985119,-119.658339,4.458333,"California","Fresno","Not in a city"
84,65,89.166667,36.985119,-119.658339,3.8375,"California","Fresno","Not in a city"
49,45,90.958333,36.985119,-119.658339,3.983333,"California","Fresno","Not in a city"
35,32,88.375,36.985119,-119.658339,4.333333,"California","Fresno","Not in a city"
29,27,86.583333,36.985119,-119.658339,3.3,"California","Fresno","Not in a city"
75,61,82.291667,36.985119,-119.658339,4.220833,"California","Fresno","Not in a city"
74,60,85.5,36.985119,-119.658339,4.6625,"California","Fresno","Not in a city"
48,44,88.125,36.985119,-119.658339,4.845833,"California","Fresno","Not in a city"
48,44,80.416667,36.985119,-119.658339,4.325,"California","Fresno","Not in a city"
60,53,78.5,36.985119,-119.658339,4.020833,"California","Fresno","Not in a city"
67,57,84.166667,36.985119,-119.658339,4.3625,"California","Fresno","Not in a city"
72,59,85,36.985119,-119.658339,3.954167,"California","Fresno","Not in a city"
74,60,85.083333,36.985119,-119.658339,4.058333,"California","Fresno","Not in a city"
60,53,87.208333,36.985119,-119.658339,4.020833,"California","Fresno","Not in a city"
60,53,88.333333,36.985119,-119.658339,3.8625,"California","Fresno","Not in a city"
61,54,87.958333,36.985119,-119.658339,4.1125,"California","Fresno","Not in a city"
72,59,86.25,36.985119,-119.658339,4.516667,"California","Fresno","Not in a city"
62,54,86.583333,36.985119,-119.658339,3.704167,"California","Fresno","Not in a city"
56,51,89.375,36.985119,-119.658339,3.5875,"California","Fresno","Not in a city"
121,84,90.125,36.985119,-119.658339,3.866667,"California","Fresno","Not in a city"
61,54,84.875,36.985119,-119.658339,3.683333,"California","Fresno","Not in a city"
144,95,74.833333,36.985119,-119.658339,4.020833,"California","Fresno","Not in a city"
230,138,72.625,36.985119,-119.658339,3.195833,"California","Fresno","Not in a city"
131,89,77.166667,36.985119,-119.658339,3.066667,"California","Fresno","Not in a city"
98,72,75.583333,36.985119,-119.658339,4.695833,"California","Fresno","Not in a city"
46,43,73.625,36.985119,-119.658339,3.775,"California","Fresno","Not in a city"
104,75,77.958333,36.985119,-119.658339,3.9375,"California","Fresno","Not in a city"
77,62,77.833333,36.985119,-119.658339,3.3625,"California","Fresno","Not in a city"
96,71,78.291667,36.985119,-119.658339,3.3375,"California","Fresno","Not in a city"
77,62,79.541667,36.985119,-119.658339,4.475,"California","Fresno","Not in a city"
87,67,81.208333,36.985119,-119.658339,4.033333,"California","Fresno","Not in a city"
82,64,86.375,36.985119,-119.658339,4.225,"California","Fresno","Not in a city"
58,52,87.5,36.985119,-119.658339,4.158333,"California","Fresno","Not in a city"
80,63,88.333333,36.985119,-119.658339,4.4875,"California","Fresno","Not in a city"
99,73,84.208333,36.985119,-119.658339,4.708333,"California","Fresno","Not in a city"
82,64,75.208333,36.985119,-119.658339,3.85,"California","Fresno","Not in a city"
128,87,72.541667,36.985119,-119.658339,3.158333,"California","Fresno","Not in a city"
77,62,75.708333,36.985119,-119.658339,3.379167,"California","Fresno","Not in a city"
57,52,79.75,36.985119,-119.658339,4.158333,"California","Fresno","Not in a city"
42,39,82.541667,36.985119,-119.658339,3.729167,"California","Fresno","Not in a city"
55,51,86.666667,36.985119,-119.658339,4.320833,"California","Fresno","Not in a city"
91,69,87.708333,36.985119,-119.658339,4.3875,"California","Fresno","Not in a city"
137,92,87.416667,36.985119,-119.658339,3.379167,"California","Fresno","Not in a city"
79,63,89.833333,36.985119,-119.658339,4.1,"California","Fresno","Not in a city"
54,50,83.416667,36.985119,-119.658339,3.841667,"California","Fresno","Not in a city"
34,31,79.958333,36.985119,-119.658339,3.704167,"California","Fresno","Not in a city"
32,30,81.083333,36.985119,-119.658339,4.366667,"California","Fresno","Not in a city"
62,54,81.583333,36.985119,-119.658339,3.766667,"California","Fresno","Not in a city"
62,54,80.176471,36.985119,-119.658339,3.876471,"California","Fresno","Not in a city"
77,62,80.166667,36.985119,-119.658339,3.383333,"California","Fresno","Not in a city"
89,68,76.166667,36.985119,-119.658339,3.229167,"California","Fresno","Not in a city"
121,84,73.708333,36.985119,-119.658339,2.4125,"California","Fresno","Not in a city"
64,55,71.25,36.985119,-119.658339,3.804167,"California","Fresno","Not in a city"
22,20,67.875,36.985119,-119.658339,5.225,"California","Fresno","Not in a city"
45,42,71,36.985119,-119.658339,2.925,"California","Fresno","Not in a city"
75,61,77.083333,36.985119,-119.658339,3.204167,"California","Fresno","Not in a city"
153,100,80.125,36.985119,-119.658339,2.808333,"California","Fresno","Not in a city"
108,77,78.125,36.985119,-119.658339,2.9875,"California","Fresno","Not in a city"
101,74,78.458333,36.985119,-119.658339,3.3875,"California","Fresno","Not in a city"
118,82,77.583333,36.985119,-119.658339,3.545833,"California","Fresno","Not in a city"
68,57,72.875,36.985119,-119.658339,3.095833,"California","Fresno","Not in a city"
59,53,71.166667,36.985119,-119.658339,4.108333,"California","Fresno","Not in a city"
76,61,64.5,36.985119,-119.658339,6.581818,"California","Fresno","Not in a city"
90,68,65.875,36.985119,-119.658339,3.270833,"California","Fresno","Not in a city"
77,62,69.75,36.985119,-119.658339,3.504167,"California","Fresno","Not in a city"
88,67,73.458333,36.985119,-119.658339,3.770833,"California","Fresno","Not in a city"
120,83,74.375,36.985119,-119.658339,2.825,"California","Fresno","Not in a city"
180,113,71.958333,36.985119,-119.658339,2.5125,"California","Fresno","Not in a city"
138,92,73.083333,36.985119,-119.658339,3.375,"California","Fresno","Not in a city"
118,82,72.833333,36.985119,-119.658339,3.9875,"California","Fresno","Not in a city"
59,53,69.583333,36.985119,-119.658339,3.004167,"California","Fresno","Not in a city"
75,61,66.291667,36.985119,-119.658339,3.35,"California","Fresno","Not in a city"
20,19,57.166667,36.985119,-119.658339,2.958333,"California","Fresno","Not in a city"
20,19,57.333333,36.985119,-119.658339,2.979167,"California","Fresno","Not in a city"
25,23,61.791667,36.985119,-119.658339,3.304167,"California","Fresno","Not in a city"
62,54,56.875,36.985119,-119.658339,7.020833,"California","Fresno","Not in a city"
29,27,54.125,36.985119,-119.658339,3.920833,"California","Fresno","Not in a city"
44,41,57.291667,36.985119,-119.658339,3.5625,"California","Fresno","Not in a city"
39,36,58.833333,36.985119,-119.658339,3.375,"California","Fresno","Not in a city"
47,44,64.416667,36.985119,-119.658339,4.433333,"California","Fresno","Not in a city"
32,30,67.166667,36.985119,-119.658339,3.941667,"California","Fresno","Not in a city"
38,35,66.333333,36.985119,-119.658339,6.395833,"California","Fresno","Not in a city"
37,34,65.083333,36.985119,-119.658339,4.0125,"California","Fresno","Not in a city"
32,30,68.291667,36.985119,-119.658339,2.825,"California","Fresno","Not in a city"
25,23,61.708333,36.985119,-119.658339,5.058333,"California","Fresno","Not in a city"
10,9,61.125,36.985119,-119.658339,3.754167,"California","Fresno","Not in a city"
39,36,64.458333,36.985119,-119.658339,7.883333,"California","Fresno","Not in a city"
9,8,55.333333,36.985119,-119.658339,4.441667,"California","Fresno","Not in a city"
7,6,53.5,36.985119,-119.658339,3.241667,"California","Fresno","Not in a city"
15,14,57.458333,36.985119,-119.658339,3.295833,"California","Fresno","Not in a city"
29,27,62.333333,36.985119,-119.658339,3.683333,"California","Fresno","Not in a city"
105,76,64.25,36.985119,-119.658339,3.558333,"California","Fresno","Not in a city"
28,26,65.052632,36.985119,-119.658339,2.878947,"California","Fresno","Not in a city"
20,19,58.041667,36.985119,-119.658339,2.729167,"California","Fresno","Not in a city"
30,28,62.291667,36.985119,-119.658339,3.095833,"California","Fresno","Not in a city"
18,17,62.791667,36.985119,-119.658339,2.604167,"California","Fresno","Not in a city"
12,11,62.25,36.985119,-119.658339,3.270833,"California","Fresno","Not in a city"
20,19,60.541667,36.985119,-119.658339,4.245833,"California","Fresno","Not in a city"
16,15,59.041667,36.985119,-119.658339,2.670833,"California","Fresno","Not in a city"
10,9,57.666667,36.985119,-119.658339,2.525,"California","Fresno","Not in a city"
8,7,52.708333,36.985119,-119.658339,2.7375,"California","Fresno","Not in a city"
30,28,54.5,36.985119,-119.658339,3.379167,"California","Fresno","Not in a city"
6,6,57,36.985119,-119.658339,4.083333,"California","Fresno","Not in a city"
8,7,54.083333,36.985119,-119.658339,2.966667,"California","Fresno","Not in a city"
14,13,54.625,36.985119,-119.658339,2.3875,"California","Fresno","Not in a city"
21,19,56.333333,36.985119,-119.658339,2.816667,"California","Fresno","Not in a city"
19,18,55,36.985119,-119.658339,3.045833,"California","Fresno","Not in a city"
21,19,54.583333,36.985119,-119.658339,2.3625,"California","Fresno","Not in a city"
17,16,54.958333,36.985119,-119.658339,1.8,"California","Fresno","Not in a city"
12,11,54.083333,36.985119,-119.658339,2.545833,"California","Fresno","Not in a city"
22,20,55.083333,36.985119,-119.658339,1.904167,"California","Fresno","Not in a city"
32,30,54.791667,36.985119,-119.658339,2.583333,"California","Fresno","Not in a city"
30,28,54.625,36.985119,-119.658339,2.2375,"California","Fresno","Not in a city"
29,27,53.416667,36.985119,-119.658339,2.454167,"California","Fresno","Not in a city"
29,27,53.916667,36.985119,-119.658339,3.504167,"California","Fresno","Not in a city"
26,24,52,36.985119,-119.658339,3.033333,"California","Fresno","Not in a city"
30,28,48.833333,36.985119,-119.658339,2.608333,"California","Fresno","Not in a city"
37,34,48.875,36.985119,-119.658339,3.066667,"California","Fresno","Not in a city"
22,20,50.625,36.985119,-119.658339,3.441667,"California","Fresno","Not in a city"
14,13,50.791667,36.985119,-119.658339,3.870833,"California","Fresno","Not in a city"
18,17,52.208333,36.985119,-119.658339,3.479167,"California","Fresno","Not in a city"
18,17,54.541667,36.985119,-119.658339,4.108333,"California","Fresno","Not in a city"
19,18,54.958333,36.985119,-119.658339,4.141667,"California","Fresno","Not in a city"
26,24,55.958333,36.985119,-119.658339,3.770833,"California","Fresno","Not in a city"
25,23,56.833333,36.985119,-119.658339,4.1,"California","Fresno","Not in a city"
21,19,57.083333,36.985119,-119.658339,3.908333,"California","Fresno","Not in a city"
42,39,55.625,36.985119,-119.658339,3.883333,"California","Fresno","Not in a city"
20,19,47.791667,36.985119,-119.658339,3.583333,"California","Fresno","Not in a city"
32,30,46.333333,36.985119,-119.658339,2.283333,"California","Fresno","Not in a city"
20,19,45.333333,36.985119,-119.658339,2.341667,"California","Fresno","Not in a city"
22,20,46,36.985119,-119.658339,2.420833,"California","Fresno","Not in a city"
22,20,49.458333,36.985119,-119.658339,2.6125,"California","Fresno","Not in a city"
5,5,48.666667,36.985119,-119.658339,3.154167,"California","Fresno","Not in a city"
6,6,45.625,36.985119,-119.658339,2.141667,"California","Fresno","Not in a city"
10,9,45.875,36.985119,-119.658339,3.366667,"California","Fresno","Not in a city"
7,6,50.041667,36.985119,-119.658339,3.7625,"California","Fresno","Not in a city"
5,5,52.625,36.985119,-119.658339,7.866667,"California","Fresno","Not in a city"
2,2,43.375,36.985119,-119.658339,5.133333,"California","Fresno","Not in a city"
6,6,43.333333,36.985119,-119.658339,3.891667,"California","Fresno","Not in a city"
2,2,47.583333,36.985119,-119.658339,5.658333,"California","Fresno","Not in a city"
8,7,44.958333,36.985119,-119.658339,2.6,"California","Fresno","Not in a city"
12,11,42.666667,36.985119,-119.658339,1.920833,"California","Fresno","Not in a city"
9,8,43,36.985119,-119.658339,2.545833,"California","Fresno","Not in a city"
9,8,36.6,36.985119,-119.658339,2.08,"California","Fresno","Not in a city"
9,8,53.5,36.985119,-119.658339,4.942857,"California","Fresno","Not in a city"
1,1,54.869565,36.985119,-119.658339,6.391667,"California","Fresno","Not in a city"
2,2,52.166667,36.985119,-119.658339,4.5875,"California","Fresno","Not in a city"
5,5,47.458333,36.985119,-119.658339,5.741667,"California","Fresno","Not in a city"
2,2,45.458333,36.985119,-119.658339,2.5125,"California","Fresno","Not in a city"
1,1,43.166667,36.985119,-119.658339,5.170833,"California","Fresno","Not in a city"
5,5,40.875,36.985119,-119.658339,2.0875,"California","Fresno","Not in a city"
1,1,45.291667,36.985119,-119.658339,6.016667,"California","Fresno","Not in a city"
3,3,44.75,36.985119,-119.658339,2.725,"California","Fresno","Not in a city"
7,6,42.5,36.985119,-119.658339,4.695833,"California","Fresno","Not in a city"
25,23,47.375,36.819449,-119.716433,2.0125,"California","Fresno","Clovis"
55,51,52.875,36.819449,-119.716433,2.05,"California","Fresno","Clovis"
13,12,49.625,36.819449,-119.716433,2.204167,"California","Fresno","Clovis"
15,14,51.833333,36.819449,-119.716433,7,"California","Fresno","Clovis"
46,43,58,36.819449,-119.716433,2.375,"California","Fresno","Clovis"
12,11,51,36.819449,-119.716433,2.483333,"California","Fresno","Clovis"
16,15,51.916667,36.819449,-119.716433,1.470833,"California","Fresno","Clovis"
38,35,55.333333,36.819449,-119.716433,6.345833,"California","Fresno","Clovis"
29,27,63.5,36.819449,-119.716433,4.775,"California","Fresno","Clovis"
19,18,59.625,36.819449,-119.716433,4.604167,"California","Fresno","Clovis"
24,22,61.041667,36.819449,-119.716433,4.275,"California","Fresno","Clovis"
34,31,63.791667,36.819449,-119.716433,4.520833,"California","Fresno","Clovis"
42,39,64.833333,36.819449,-119.716433,4.0875,"California","Fresno","Clovis"
27,25,67.25,36.819449,-119.716433,2.625,"California","Fresno","Clovis"
46,43,75.791667,36.819449,-119.716433,3.070833,"California","Fresno","Clovis"
34,31,73.958333,36.819449,-119.716433,3.895833,"California","Fresno","Clovis"
20,19,66.5,36.819449,-119.716433,2.958333,"California","Fresno","Clovis"
23,21,63.458333,36.819449,-119.716433,4.2,"California","Fresno","Clovis"
31,29,73.625,36.819449,-119.716433,4.675,"California","Fresno","Clovis"
40,37,84.041667,36.819449,-119.716433,4.433333,"California","Fresno","Clovis"
28,26,63.583333,36.819449,-119.716433,7.5625,"California","Fresno","Clovis"
29,27,75.958333,36.819449,-119.716433,7.016667,"California","Fresno","Clovis"
45,42,85.5,36.819449,-119.716433,4.35,"California","Fresno","Clovis"
36,33,90,36.819449,-119.716433,4.254167,"California","Fresno","Clovis"
48,44,82.166667,36.819449,-119.716433,4.75,"California","Fresno","Clovis"
68,57,83.833333,36.819449,-119.716433,3.816667,"California","Fresno","Clovis"
60,53,86.5,36.819449,-119.716433,2.629167,"California","Fresno","Clovis"
125,86,77.291667,36.819449,-119.716433,2.2875,"California","Fresno","Clovis"
63,55,79.875,36.819449,-119.716433,3.975,"California","Fresno","Clovis"
59,53,76.541667,36.819449,-119.716433,3.991667,"California","Fresno","Clovis"
98,72,87.083333,36.819449,-119.716433,4.4,"California","Fresno","Clovis"
52,48,80,36.819449,-119.716433,2.033333,"California","Fresno","Clovis"
26,24,69.916667,36.819449,-119.716433,6.454167,"California","Fresno","Clovis"
124,85,77.791667,36.819449,-119.716433,2.145833,"California","Fresno","Clovis"
104,75,72.75,36.819449,-119.716433,1.616667,"California","Fresno","Clovis"
57,52,66.958333,36.819449,-119.716433,3.666667,"California","Fresno","Clovis"
46,43,58,36.819449,-119.716433,2.3,"California","Fresno","Clovis"
31,29,56.875,36.819449,-119.716433,2.429167,"California","Fresno","Clovis"
51,47,57.416667,36.819449,-119.716433,4.1625,"California","Fresno","Clovis"
20,19,59.583333,36.819449,-119.716433,2.966667,"California","Fresno","Clovis"
18,17,58.166667,36.819449,-119.716433,3.325,"California","Fresno","Clovis"
29,27,47.208333,36.819449,-119.716433,1.020833,"California","Fresno","Clovis"
22,20,49.541667,36.819449,-119.716433,0.841667,"California","Fresno","Clovis"
20,19,52.958333,36.819449,-119.716433,0.8125,"California","Fresno","Clovis"
26,24,53.631579,36.819449,-119.716433,2.084211,"California","Fresno","Clovis"
14,13,48.791667,36.819449,-119.716433,2.729167,"California","Fresno","Clovis"
31,29,47.458333,36.819449,-119.716433,1.525,"California","Fresno","Clovis"
24,22,43.625,36.819449,-119.716433,2.229167,"California","Fresno","Clovis"
35,32,45,36.819449,-119.716433,3.1625,"California","Fresno","Clovis"
31,29,46.375,36.819449,-119.716433,2.029167,"California","Fresno","Clovis"
43,40,48.541667,36.819449,-119.716433,1.5,"California","Fresno","Clovis"
63,55,48.416667,36.819449,-119.716433,1.520833,"California","Fresno","Clovis"
51,47,51.041667,36.819449,-119.716433,1.645833,"California","Fresno","Clovis"
50,46,50.75,36.819449,-119.716433,2.054167,"California","Fresno","Clovis"
55,51,53.083333,36.819449,-119.716433,2.429167,"California","Fresno","Clovis"
56,51,55.041667,36.819449,-119.716433,1.841667,"California","Fresno","Clovis"
45,42,54.416667,36.819449,-119.716433,2.066667,"California","Fresno","Clovis"
69,58,56.333333,36.819449,-119.716433,3.216667,"California","Fresno","Clovis"
58,52,50.208333,36.819449,-119.716433,1.904167,"California","Fresno","Clovis"
63,55,52.75,36.819449,-119.716433,1.9875,"California","Fresno","Clovis"
29,27,48.625,36.819449,-119.716433,2.695833,"California","Fresno","Clovis"
10,9,46.958333,36.819449,-119.716433,3.054167,"California","Fresno","Clovis"
19,18,46.333333,36.819449,-119.716433,2.458333,"California","Fresno","Clovis"
5,5,43.291667,36.819449,-119.716433,5.125,"California","Fresno","Clovis"
15,14,43.166667,36.819449,-119.716433,4.025,"California","Fresno","Clovis"
6,6,49.791667,36.819449,-119.716433,5.145833,"California","Fresno","Clovis"
16,15,48.791667,36.819449,-119.716433,3.329167,"California","Fresno","Clovis"
5,5,47.791667,36.819449,-119.716433,2.733333,"California","Fresno","Clovis"
10,9,47.708333,36.819449,-119.716433,1.695833,"California","Fresno","Clovis"
12,11,52,36.819449,-119.716433,1.775,"California","Fresno","Clovis"
15,14,60.333333,36.819449,-119.716433,2.8125,"California","Fresno","Clovis"
16,15,56.375,36.819449,-119.716433,4.291667,"California","Fresno","Clovis"
5,5,51.5,36.819449,-119.716433,6.808333,"California","Fresno","Clovis"
25,23,46.208333,36.819449,-119.716433,2.070833,"California","Fresno","Clovis"
41,38,49.166667,36.819449,-119.716433,1.666667,"California","Fresno","Clovis"
32,30,52.125,36.819449,-119.716433,1.508333,"California","Fresno","Clovis"
35,32,52.75,36.819449,-119.716433,1.558333,"California","Fresno","Clovis"
42,39,53.833333,36.819449,-119.716433,1.554167,"California","Fresno","Clovis"
51,47,56.166667,36.819449,-119.716433,2.504167,"California","Fresno","Clovis"
38,35,55.875,36.819449,-119.716433,2.295833,"California","Fresno","Clovis"
42,39,54.916667,36.819449,-119.716433,2.258333,"California","Fresno","Clovis"
10,9,54.208333,36.819449,-119.716433,4.9375,"California","Fresno","Clovis"
6,6,52.958333,36.819449,-119.716433,4.483333,"California","Fresno","Clovis"
5,5,50.375,36.819449,-119.716433,3.725,"California","Fresno","Clovis"
8,7,52.25,36.819449,-119.716433,2.2375,"California","Fresno","Clovis"
11,10,50.958333,36.819449,-119.716433,5.695833,"California","Fresno","Clovis"
18,17,48.916667,36.819449,-119.716433,2.266667,"California","Fresno","Clovis"
30,28,51.291667,36.819449,-119.716433,2.595833,"California","Fresno","Clovis"
26,24,54.833333,36.819449,-119.716433,2.295833,"California","Fresno","Clovis"
6,6,51.208333,36.819449,-119.716433,7.941667,"California","Fresno","Clovis"
22,20,54,36.819449,-119.716433,2.066667,"California","Fresno","Clovis"
28,26,54.875,36.819449,-119.716433,1.858333,"California","Fresno","Clovis"
40,37,54.958333,36.819449,-119.716433,3.116667,"California","Fresno","Clovis"
63,55,52.125,36.819449,-119.716433,2.158333,"California","Fresno","Clovis"
38,35,53.291667,36.819449,-119.716433,2.658333,"California","Fresno","Clovis"
28,26,53.416667,36.819449,-119.716433,3.195833,"California","Fresno","Clovis"
54,50,56.208333,36.819449,-119.716433,2.1,"California","Fresno","Clovis"
60,53,57.125,36.819449,-119.716433,2.045833,"California","Fresno","Clovis"
61,54,53.541667,36.819449,-119.716433,3.2375,"California","Fresno","Clovis"
41,38,54.958333,36.819449,-119.716433,2.191667,"California","Fresno","Clovis"
8,7,55.5,36.819449,-119.716433,5.695833,"California","Fresno","Clovis"
10,9,52.833333,36.819449,-119.716433,2.7625,"California","Fresno","Clovis"
21,19,52.958333,36.819449,-119.716433,4.7125,"California","Fresno","Clovis"
25,23,51.375,36.819449,-119.716433,3.845833,"California","Fresno","Clovis"
3,3,45.708333,36.819449,-119.716433,4.183333,"California","Fresno","Clovis"
2,2,46.916667,36.819449,-119.716433,2.779167,"California","Fresno","Clovis"
12,11,53.541667,36.819449,-119.716433,2.883333,"California","Fresno","Clovis"
12,11,51.75,36.819449,-119.716433,2.970833,"California","Fresno","Clovis"
2,2,44.75,36.819449,-119.716433,4.141667,"California","Fresno","Clovis"
9,8,46.041667,36.819449,-119.716433,1.833333,"California","Fresno","Clovis"
25,23,61.583333,36.819449,-119.716433,2.545833,"California","Fresno","Clovis"
8,7,56.833333,36.819449,-119.716433,3.533333,"California","Fresno","Clovis"
6,6,52.25,36.819449,-119.716433,7.454167,"California","Fresno","Clovis"
8,7,51.583333,36.819449,-119.716433,2.620833,"California","Fresno","Clovis"
13,12,54.291667,36.819449,-119.716433,3.683333,"California","Fresno","Clovis"
38,35,55.666667,36.819449,-119.716433,2.066667,"California","Fresno","Clovis"
17,16,53.833333,36.819449,-119.716433,5.1625,"California","Fresno","Clovis"
31,29,55.583333,36.819449,-119.716433,2.220833,"California","Fresno","Clovis"
20,19,61.208333,36.819449,-119.716433,1.991667,"California","Fresno","Clovis"
19,18,64.791667,36.819449,-119.716433,2.0875,"California","Fresno","Clovis"
50,46,60.291667,36.819449,-119.716433,2.754167,"California","Fresno","Clovis"
43,40,66.458333,36.819449,-119.716433,2.1125,"California","Fresno","Clovis"
31,29,60.833333,36.819449,-119.716433,2.791667,"California","Fresno","Clovis"
37,34,64.541667,36.819449,-119.716433,3.704167,"California","Fresno","Clovis"
26,24,61.166667,36.819449,-119.716433,4.883333,"California","Fresno","Clovis"
42,39,63.208333,36.819449,-119.716433,3.5,"California","Fresno","Clovis"
28,26,65.666667,36.819449,-119.716433,2.795833,"California","Fresno","Clovis"
41,38,67.333333,36.819449,-119.716433,3.170833,"California","Fresno","Clovis"
45,42,63.583333,36.819449,-119.716433,4.779167,"California","Fresno","Clovis"
32,30,57.291667,36.819449,-119.716433,3.541667,"California","Fresno","Clovis"
43,40,61.833333,36.819449,-119.716433,3.191667,"California","Fresno","Clovis"
34,31,65.958333,36.819449,-119.716433,2.370833,"California","Fresno","Clovis"
21,19,70.083333,36.819449,-119.716433,3.333333,"California","Fresno","Clovis"
32,30,71.708333,36.819449,-119.716433,4.029167,"California","Fresno","Clovis"
46,43,65.75,36.819449,-119.716433,5.729167,"California","Fresno","Clovis"
33,31,61.541667,36.819449,-119.716433,2.420833,"California","Fresno","Clovis"
39,36,62.166667,36.819449,-119.716433,4.595833,"California","Fresno","Clovis"
22,20,62.083333,36.819449,-119.716433,5.604167,"California","Fresno","Clovis"
9,8,56.75,36.819449,-119.716433,3.904167,"California","Fresno","Clovis"
9,8,56.875,36.819449,-119.716433,6.604167,"California","Fresno","Clovis"
16,15,58.833333,36.819449,-119.716433,3.179167,"California","Fresno","Clovis"
41,38,73.083333,36.819449,-119.716433,2.583333,"California","Fresno","Clovis"
42,39,76.208333,36.819449,-119.716433,3.8375,"California","Fresno","Clovis"
27,25,69.541667,36.819449,-119.716433,7.3625,"California","Fresno","Clovis"
29,27,66.541667,36.819449,-119.716433,7.0375,"California","Fresno","Clovis"
46,43,71.041667,36.819449,-119.716433,3.1125,"California","Fresno","Clovis"
52,48,79.708333,36.819449,-119.716433,3.316667,"California","Fresno","Clovis"
33,31,75.083333,36.819449,-119.716433,7.229167,"California","Fresno","Clovis"
22,20,67.791667,36.819449,-119.716433,6.591667,"California","Fresno","Clovis"
42,39,69.541667,36.819449,-119.716433,3.204167,"California","Fresno","Clovis"
40,37,72.208333,36.819449,-119.716433,3.883333,"California","Fresno","Clovis"
47,44,77.375,36.819449,-119.716433,3.8625,"California","Fresno","Clovis"
50,46,79.75,36.819449,-119.716433,3.666667,"California","Fresno","Clovis"
51,47,78.041667,36.819449,-119.716433,4.745833,"California","Fresno","Clovis"
58,52,74.666667,36.819449,-119.716433,4.075,"California","Fresno","Clovis"
25,23,63.833333,36.819449,-119.716433,6.333333,"California","Fresno","Clovis"
35,32,69.333333,36.819449,-119.716433,4.904167,"California","Fresno","Clovis"
41,38,70.458333,36.819449,-119.716433,5.941667,"California","Fresno","Clovis"
42,39,66.375,36.819449,-119.716433,7.179167,"California","Fresno","Clovis"
40,37,59.625,36.819449,-119.716433,10.141667,"California","Fresno","Clovis"
29,27,60,36.819449,-119.716433,5.308333,"California","Fresno","Clovis"
23,21,67.666667,36.819449,-119.716433,4.616667,"California","Fresno","Clovis"
37,34,72.583333,36.819449,-119.716433,4.445833,"California","Fresno","Clovis"
28,26,73.875,36.819449,-119.716433,7.891667,"California","Fresno","Clovis"
34,31,72.916667,36.819449,-119.716433,5.075,"California","Fresno","Clovis"
40,37,73.291667,36.819449,-119.716433,6.258333,"California","Fresno","Clovis"
42,39,73.208333,36.819449,-119.716433,5.595833,"California","Fresno","Clovis"
44,41,76.041667,36.819449,-119.716433,3.570833,"California","Fresno","Clovis"
46,43,85.833333,36.819449,-119.716433,3.6,"California","Fresno","Clovis"
65,56,87.5,36.819449,-119.716433,4.495833,"California","Fresno","Clovis"
57,52,86.625,36.819449,-119.716433,4.520833,"California","Fresno","Clovis"
39,36,83.625,36.819449,-119.716433,5.1625,"California","Fresno","Clovis"
35,32,81.625,36.819449,-119.716433,4.683333,"California","Fresno","Clovis"
42,39,78.583333,36.819449,-119.716433,4.658333,"California","Fresno","Clovis"
48,44,69.708333,36.819449,-119.716433,5.729167,"California","Fresno","Clovis"
31,29,64.791667,36.819449,-119.716433,6.3375,"California","Fresno","Clovis"
28,26,64.625,36.819449,-119.716433,7.458333,"California","Fresno","Clovis"
28,26,69.208333,36.819449,-119.716433,6.158333,"California","Fresno","Clovis"
24,22,75.166667,36.819449,-119.716433,4.9375,"California","Fresno","Clovis"
24,22,79.666667,36.819449,-119.716433,5.708333,"California","Fresno","Clovis"
26,24,76.375,36.819449,-119.716433,6.629167,"California","Fresno","Clovis"
54,50,79.625,36.819449,-119.716433,3.233333,"California","Fresno","Clovis"
67,57,86.916667,36.819449,-119.716433,2.4625,"California","Fresno","Clovis"
75,61,94.166667,36.819449,-119.716433,3.654167,"California","Fresno","Clovis"
51,47,92.125,36.819449,-119.716433,4.429167,"California","Fresno","Clovis"
35,32,89.5,36.819449,-119.716433,4.2125,"California","Fresno","Clovis"
42,39,79.541667,36.819449,-119.716433,3.995833,"California","Fresno","Clovis"
36,33,78.125,36.819449,-119.716433,4.666667,"California","Fresno","Clovis"
34,31,76.875,36.819449,-119.716433,5.516667,"California","Fresno","Clovis"
32,30,78.666667,36.819449,-119.716433,4.8,"California","Fresno","Clovis"
34,31,84.833333,36.819449,-119.716433,3.65,"California","Fresno","Clovis"
