SiteLocDate,pm.scale,avgpm,AQI,wind.scale,avgtemp,County.Code,Latitude,Longitude,temp.scale,avgwind,state,county,City.Name
11.2021-11-23,Micrograms/cubic meter (25 C),24,22,Degrees Fahrenheit,49.345833,19,36.78538,-119.77321,Knots,1.817391,California,Fresno,Fresno
11.2021-11-24,Micrograms/cubic meter (25 C),43,40,Degrees Fahrenheit,50.275,19,36.78538,-119.77321,Knots,1.35,California,Fresno,Fresno
11.2021-11-25,Micrograms/cubic meter (25 C),53,49,Degrees Fahrenheit,50.225,19,36.78538,-119.77321,Knots,1.020833,California,Fresno,Fresno
11.2021-11-26,Micrograms/cubic meter (25 C),48,44,Degrees Fahrenheit,49.733333,19,36.78538,-119.77321,Knots,1.020833,California,Fresno,Fresno
11.2021-11-27,Micrograms/cubic meter (25 C),53,49,Degrees Fahrenheit,52.329167,19,36.78538,-119.77321,Knots,0.995833,California,Fresno,Fresno
11.2021-11-28,Micrograms/cubic meter (25 C),49,45,Degrees Fahrenheit,54.275,19,36.78538,-119.77321,Knots,1.045833,California,Fresno,Fresno
11.2021-11-29,Micrograms/cubic meter (25 C),48,44,Degrees Fahrenheit,54.358333,19,36.78538,-119.77321,Knots,0.816667,California,Fresno,Fresno
11.2021-11-30,Micrograms/cubic meter (25 C),62,54,Degrees Fahrenheit,55.491667,19,36.78538,-119.77321,Knots,0.945833,California,Fresno,Fresno
11.2021-12-01,Micrograms/cubic meter (25 C),72,59,Degrees Fahrenheit,56.516667,19,36.78538,-119.77321,Knots,1.041667,California,Fresno,Fresno
11.2021-12-02,Micrograms/cubic meter (25 C),74,60,Degrees Fahrenheit,56.6625,19,36.78538,-119.77321,Knots,1.475,California,Fresno,Fresno
11.2021-12-03,Micrograms/cubic meter (25 C),77,62,Degrees Fahrenheit,55.258333,19,36.78538,-119.77321,Knots,1.1,California,Fresno,Fresno
11.2021-12-04,Micrograms/cubic meter (25 C),30,28,Degrees Fahrenheit,46.866667,19,36.78538,-119.77321,Knots,2.425,California,Fresno,Fresno
11.2021-12-05,Micrograms/cubic meter (25 C),33,31,Degrees Fahrenheit,48.3,19,36.78538,-119.77321,Knots,1.320833,California,Fresno,Fresno
11.2021-12-06,Micrograms/cubic meter (25 C),22,20,Degrees Fahrenheit,46.6375,19,36.78538,-119.77321,Knots,1.379167,California,Fresno,Fresno
11.2021-12-07,Micrograms/cubic meter (25 C),40,37,Degrees Fahrenheit,47.725,19,36.78538,-119.77321,Knots,1.429167,California,Fresno,Fresno
11.2021-12-08,Micrograms/cubic meter (25 C),37,34,Degrees Fahrenheit,49.7125,19,36.78538,-119.77321,Knots,1.633333,California,Fresno,Fresno
11.2021-12-09,Micrograms/cubic meter (25 C),13,12,Degrees Fahrenheit,50.35,19,36.78538,-119.77321,Knots,2.55,California,Fresno,Fresno
11.2021-12-10,Micrograms/cubic meter (25 C),20,19,Degrees Fahrenheit,46.408333,19,36.78538,-119.77321,Knots,0.979167,California,Fresno,Fresno
11.2021-12-11,Micrograms/cubic meter (25 C),35,32,Degrees Fahrenheit,46.3625,19,36.78538,-119.77321,Knots,1.545833,California,Fresno,Fresno
11.2021-12-12,Micrograms/cubic meter (25 C),21,19,Degrees Fahrenheit,49.3,19,36.78538,-119.77321,Knots,1.825,California,Fresno,Fresno
11.2021-12-13,Micrograms/cubic meter (25 C),8,7,Degrees Fahrenheit,52.7125,19,36.78538,-119.77321,Knots,5.404167,California,Fresno,Fresno
11.2021-12-14,Micrograms/cubic meter (25 C),8,7,Degrees Fahrenheit,44.75,19,36.78538,-119.77321,Knots,2.595833,California,Fresno,Fresno
11.2021-12-15,Micrograms/cubic meter (25 C),10,9,Degrees Fahrenheit,44.216667,19,36.78538,-119.77321,Knots,2.433333,California,Fresno,Fresno
11.2021-12-16,Micrograms/cubic meter (25 C),7,6,Degrees Fahrenheit,47.786364,19,36.78538,-119.77321,Knots,4.070833,California,Fresno,Fresno
11.2021-12-17,Micrograms/cubic meter (25 C),13,12,Degrees Fahrenheit,45.1375,19,36.78538,-119.77321,Knots,1.670833,California,Fresno,Fresno
11.2021-12-18,Micrograms/cubic meter (25 C),21,19,Degrees Fahrenheit,44.816667,19,36.78538,-119.77321,Knots,1.0125,California,Fresno,Fresno
11.2021-12-19,Micrograms/cubic meter (25 C),23,21,Degrees Fahrenheit,42.175,19,36.78538,-119.77321,Knots,2.170833,California,Fresno,Fresno
11.2021-12-20,Micrograms/cubic meter (25 C),22,20,Degrees Fahrenheit,40.729167,19,36.78538,-119.77321,Knots,1.145833,California,Fresno,Fresno
11.2021-12-21,Micrograms/cubic meter (25 C),34,31,Degrees Fahrenheit,40.975,19,36.78538,-119.77321,Knots,1.583333,California,Fresno,Fresno
11.2021-12-22,Micrograms/cubic meter (25 C),19,18,Degrees Fahrenheit,46.745833,19,36.78538,-119.77321,Knots,2.904167,California,Fresno,Fresno
11.2021-12-23,Micrograms/cubic meter (25 C),4,4,Degrees Fahrenheit,53.458333,19,36.78538,-119.77321,Knots,3.7625,California,Fresno,Fresno
11.2021-12-24,Micrograms/cubic meter (25 C),9,8,Degrees Fahrenheit,53.4625,19,36.78538,-119.77321,Knots,3.416667,California,Fresno,Fresno
11.2021-12-25,Micrograms/cubic meter (25 C),12,11,Degrees Fahrenheit,48.641667,19,36.78538,-119.77321,Knots,3.4375,California,Fresno,Fresno
11.2021-12-26,Micrograms/cubic meter (25 C),11,10,Degrees Fahrenheit,47.179167,19,36.78538,-119.77321,Knots,1.3,California,Fresno,Fresno
11.2021-12-27,Micrograms/cubic meter (25 C),7,6,Degrees Fahrenheit,44.591667,19,36.78538,-119.77321,Knots,3.658333,California,Fresno,Fresno
11.2021-12-28,Micrograms/cubic meter (25 C),13,12,Degrees Fahrenheit,41.954167,19,36.78538,-119.77321,Knots,1.804167,California,Fresno,Fresno
11.2021-12-29,Micrograms/cubic meter (25 C),6,6,Degrees Fahrenheit,45.745833,19,36.78538,-119.77321,Knots,3.475,California,Fresno,Fresno
11.2021-12-30,Micrograms/cubic meter (25 C),18,17,Degrees Fahrenheit,45.291667,19,36.78538,-119.77321,Knots,2.154167,California,Fresno,Fresno
11.2021-12-31,Micrograms/cubic meter (25 C),24,22,Degrees Fahrenheit,43.2,19,36.78538,-119.77321,Knots,3.075,California,Fresno,Fresno
500.2021-01-01,Micrograms/cubic meter (25 C),19,18,Degrees Fahrenheit,46.375,19,36.985119,-119.658339,Knots,2.8,California,Fresno,Not in a city
500.2021-01-02,Micrograms/cubic meter (25 C),9,8,Degrees Fahrenheit,49.458333,19,36.985119,-119.658339,Knots,3.358333,California,Fresno,Not in a city
500.2021-01-03,Micrograms/cubic meter (25 C),8,7,Degrees Fahrenheit,52.125,19,36.985119,-119.658339,Knots,2.5375,California,Fresno,Not in a city
500.2021-01-04,Micrograms/cubic meter (25 C),13,12,Degrees Fahrenheit,54.375,19,36.985119,-119.658339,Knots,3.245833,California,Fresno,Not in a city
500.2021-01-05,Micrograms/cubic meter (25 C),10,9,Degrees Fahrenheit,47.666667,19,36.985119,-119.658339,Knots,2.595833,California,Fresno,Not in a city
500.2021-01-06,Micrograms/cubic meter (25 C),15,14,Degrees Fahrenheit,47.541667,19,36.985119,-119.658339,Knots,3.520833,California,Fresno,Not in a city
500.2021-01-07,Micrograms/cubic meter (25 C),17,16,Degrees Fahrenheit,44.416667,19,36.985119,-119.658339,Knots,3.816667,California,Fresno,Not in a city
500.2021-01-08,Micrograms/cubic meter (25 C),31,29,Degrees Fahrenheit,45.5,19,36.985119,-119.658339,Knots,3.466667,California,Fresno,Not in a city
500.2021-01-09,Micrograms/cubic meter (25 C),32,30,Degrees Fahrenheit,44.375,19,36.985119,-119.658339,Knots,2.75,California,Fresno,Not in a city
500.2021-01-10,Micrograms/cubic meter (25 C),24,22,Degrees Fahrenheit,46.25,19,36.985119,-119.658339,Knots,3.866667,California,Fresno,Not in a city
500.2021-01-11,Micrograms/cubic meter (25 C),26,24,Degrees Fahrenheit,48.583333,19,36.985119,-119.658339,Knots,3.216667,California,Fresno,Not in a city
500.2021-01-12,Micrograms/cubic meter (25 C),22,20,Degrees Fahrenheit,48.625,19,36.985119,-119.658339,Knots,3.258333,California,Fresno,Not in a city
500.2021-01-13,Micrograms/cubic meter (25 C),34,31,Degrees Fahrenheit,50.375,19,36.985119,-119.658339,Knots,3.5375,California,Fresno,Not in a city
500.2021-01-14,Micrograms/cubic meter (25 C),33,31,Degrees Fahrenheit,51.666667,19,36.985119,-119.658339,Knots,4.054167,California,Fresno,Not in a city
500.2021-01-15,Micrograms/cubic meter (25 C),27,25,Degrees Fahrenheit,53.625,19,36.985119,-119.658339,Knots,4.358333,California,Fresno,Not in a city
500.2021-01-16,Micrograms/cubic meter (25 C),46,43,Degrees Fahrenheit,53.458333,19,36.985119,-119.658339,Knots,3.3625,California,Fresno,Not in a city
500.2021-01-17,Micrograms/cubic meter (25 C),45,42,Degrees Fahrenheit,54.666667,19,36.985119,-119.658339,Knots,4.4375,California,Fresno,Not in a city
500.2021-01-18,Micrograms/cubic meter (25 C),34,31,Degrees Fahrenheit,54.75,19,36.985119,-119.658339,Knots,4.279167,California,Fresno,Not in a city
500.2021-01-19,Micrograms/cubic meter (25 C),409,278,Degrees Fahrenheit,59.166667,19,36.985119,-119.658339,Knots,8.216667,California,Fresno,Not in a city
500.2021-01-20,Micrograms/cubic meter (25 C),44,41,Degrees Fahrenheit,50.458333,19,36.985119,-119.658339,Knots,3.854167,California,Fresno,Not in a city
500.2021-01-21,Micrograms/cubic meter (25 C),36,33,Degrees Fahrenheit,52.416667,19,36.985119,-119.658339,Knots,4.35,California,Fresno,Not in a city
500.2021-01-22,Micrograms/cubic meter (25 C),22,20,Degrees Fahrenheit,48.583333,19,36.985119,-119.658339,Knots,3.708333,California,Fresno,Not in a city
500.2021-01-23,Micrograms/cubic meter (25 C),9,8,Degrees Fahrenheit,45.666667,19,36.985119,-119.658339,Knots,3.85,California,Fresno,Not in a city
500.2021-01-24,Micrograms/cubic meter (25 C),15,14,Degrees Fahrenheit,45.625,19,36.985119,-119.658339,Knots,3.733333,California,Fresno,Not in a city
500.2021-01-25,Micrograms/cubic meter (25 C),2,2,Degrees Fahrenheit,41,19,36.985119,-119.658339,Knots,5.475,California,Fresno,Not in a city
500.2021-01-26,Micrograms/cubic meter (25 C),13,12,Degrees Fahrenheit,42.75,19,36.985119,-119.658339,Knots,5.116667,California,Fresno,Not in a city
500.2021-01-27,Micrograms/cubic meter (25 C),2,2,Degrees Fahrenheit,48.333333,19,36.985119,-119.658339,Knots,8.2,California,Fresno,Not in a city
500.2021-01-28,Micrograms/cubic meter (25 C),10,9,Degrees Fahrenheit,47.625,19,36.985119,-119.658339,Knots,5.608333,California,Fresno,Not in a city
500.2021-01-29,Micrograms/cubic meter (25 C),3,3,Degrees Fahrenheit,46.041667,19,36.985119,-119.658339,Knots,4.858333,California,Fresno,Not in a city
500.2021-01-30,Micrograms/cubic meter (25 C),4,4,Degrees Fahrenheit,46.75,19,36.985119,-119.658339,Knots,3.279167,California,Fresno,Not in a city
500.2021-01-31,Micrograms/cubic meter (25 C),2,2,Degrees Fahrenheit,52.041667,19,36.985119,-119.658339,Knots,3.070833,California,Fresno,Not in a city
500.2021-02-01,Micrograms/cubic meter (25 C),12,11,Degrees Fahrenheit,59.625,19,36.985119,-119.658339,Knots,4.0625,California,Fresno,Not in a city
500.2021-02-02,Micrograms/cubic meter (25 C),5,5,Degrees Fahrenheit,56.041667,19,36.985119,-119.658339,Knots,4.875,California,Fresno,Not in a city
500.2021-02-03,Micrograms/cubic meter (25 C),6,6,Degrees Fahrenheit,49.041667,19,36.985119,-119.658339,Knots,4.458333,California,Fresno,Not in a city
500.2021-02-04,Micrograms/cubic meter (25 C),13,12,Degrees Fahrenheit,43.875,19,36.985119,-119.658339,Knots,2.366667,California,Fresno,Not in a city
500.2021-02-05,Micrograms/cubic meter (25 C),19,18,Degrees Fahrenheit,48.416667,19,36.985119,-119.658339,Knots,3.6375,California,Fresno,Not in a city
500.2021-02-06,Micrograms/cubic meter (25 C),19,18,Degrees Fahrenheit,50.958333,19,36.985119,-119.658339,Knots,4.05,California,Fresno,Not in a city
500.2021-02-07,Micrograms/cubic meter (25 C),23,21,Degrees Fahrenheit,51.416667,19,36.985119,-119.658339,Knots,4.1625,California,Fresno,Not in a city
500.2021-02-08,Micrograms/cubic meter (25 C),27,25,Degrees Fahrenheit,52.416667,19,36.985119,-119.658339,Knots,3.6375,California,Fresno,Not in a city
500.2021-02-09,Micrograms/cubic meter (25 C),29,27,Degrees Fahrenheit,54.541667,19,36.985119,-119.658339,Knots,3.116667,California,Fresno,Not in a city
500.2021-02-10,Micrograms/cubic meter (25 C),26,24,Degrees Fahrenheit,54.708333,19,36.985119,-119.658339,Knots,2.9625,California,Fresno,Not in a city
500.2021-02-11,Micrograms/cubic meter (25 C),26,24,Degrees Fahrenheit,54.375,19,36.985119,-119.658339,Knots,3.583333,California,Fresno,Not in a city
500.2021-02-12,Micrograms/cubic meter (25 C),7,6,Degrees Fahrenheit,53,19,36.985119,-119.658339,Knots,3.275,California,Fresno,Not in a city
500.2021-02-13,Micrograms/cubic meter (25 C),4,4,Degrees Fahrenheit,50.791667,19,36.985119,-119.658339,Knots,3.745833,California,Fresno,Not in a city
500.2021-02-14,Micrograms/cubic meter (25 C),5,5,Degrees Fahrenheit,47.333333,19,36.985119,-119.658339,Knots,3.225,California,Fresno,Not in a city
500.2021-02-15,Micrograms/cubic meter (25 C),5,5,Degrees Fahrenheit,50.916667,19,36.985119,-119.658339,Knots,2.758333,California,Fresno,Not in a city
500.2021-02-16,Micrograms/cubic meter (25 C),6,6,Degrees Fahrenheit,48.291667,19,36.985119,-119.658339,Knots,3.966667,California,Fresno,Not in a city
500.2021-02-17,Micrograms/cubic meter (25 C),8,7,Degrees Fahrenheit,46.875,19,36.985119,-119.658339,Knots,3.041667,California,Fresno,Not in a city
500.2021-02-18,Micrograms/cubic meter (25 C),14,13,Degrees Fahrenheit,50.291667,19,36.985119,-119.658339,Knots,4.2875,California,Fresno,Not in a city
500.2021-02-19,Micrograms/cubic meter (25 C),12,11,Degrees Fahrenheit,53.416667,19,36.985119,-119.658339,Knots,3.35,California,Fresno,Not in a city
500.2021-02-20,Micrograms/cubic meter (25 C),5,5,Degrees Fahrenheit,48.75,19,36.985119,-119.658339,Knots,6.408333,California,Fresno,Not in a city
500.2021-02-21,Micrograms/cubic meter (25 C),4,4,Degrees Fahrenheit,48.333333,19,36.985119,-119.658339,Knots,3.9,California,Fresno,Not in a city
500.2021-02-22,Micrograms/cubic meter (25 C),8,7,Degrees Fahrenheit,52.333333,19,36.985119,-119.658339,Knots,4.533333,California,Fresno,Not in a city
500.2021-02-23,Micrograms/cubic meter (25 C),15,14,Degrees Fahrenheit,53.291667,19,36.985119,-119.658339,Knots,3.75,California,Fresno,Not in a city
500.2021-02-24,Micrograms/cubic meter (25 C),15,14,Degrees Fahrenheit,53.166667,19,36.985119,-119.658339,Knots,4.608333,California,Fresno,Not in a city
500.2021-02-25,Micrograms/cubic meter (25 C),39,36,Degrees Fahrenheit,50.26087,19,36.985119,-119.658339,Knots,3.182609,California,Fresno,Not in a city
500.2021-02-26,Micrograms/cubic meter (25 C),25,23,Degrees Fahrenheit,50.833333,19,36.985119,-119.658339,Knots,3.875,California,Fresno,Not in a city
500.2021-02-27,Micrograms/cubic meter (25 C),13,12,Degrees Fahrenheit,48.416667,19,36.985119,-119.658339,Knots,5.058333,California,Fresno,Not in a city
500.2021-02-28,Micrograms/cubic meter (25 C),18,17,Degrees Fahrenheit,50.958333,19,36.985119,-119.658339,Knots,4.641667,California,Fresno,Not in a city
500.2021-03-01,Micrograms/cubic meter (25 C),23,21,Degrees Fahrenheit,55.25,19,36.985119,-119.658339,Knots,4.204167,California,Fresno,Not in a city
500.2021-03-02,Micrograms/cubic meter (25 C),19,18,Degrees Fahrenheit,55.583333,19,36.985119,-119.658339,Knots,3.404167,California,Fresno,Not in a city
500.2021-03-03,Micrograms/cubic meter (25 C),48,44,Degrees Fahrenheit,53.083333,19,36.985119,-119.658339,Knots,3.829167,California,Fresno,Not in a city
500.2021-03-04,Micrograms/cubic meter (25 C),31,29,Degrees Fahrenheit,52.583333,19,36.985119,-119.658339,Knots,3.133333,California,Fresno,Not in a city
500.2021-03-05,Micrograms/cubic meter (25 C),23,21,Degrees Fahrenheit,56.25,19,36.985119,-119.658339,Knots,3.925,California,Fresno,Not in a city
500.2021-03-06,Micrograms/cubic meter (25 C),7,6,Degrees Fahrenheit,53.375,19,36.985119,-119.658339,Knots,5.05,California,Fresno,Not in a city
500.2021-03-07,Micrograms/cubic meter (25 C),8,7,Degrees Fahrenheit,51.291667,19,36.985119,-119.658339,Knots,2.404167,California,Fresno,Not in a city
500.2021-03-08,Micrograms/cubic meter (25 C),18,17,Degrees Fahrenheit,51.666667,19,36.985119,-119.658339,Knots,4.491667,California,Fresno,Not in a city
500.2021-03-09,Micrograms/cubic meter (25 C),17,16,Degrees Fahrenheit,49.208333,19,36.985119,-119.658339,Knots,2.854167,California,Fresno,Not in a city
500.2021-03-10,Micrograms/cubic meter (25 C),2,2,Degrees Fahrenheit,43.541667,19,36.985119,-119.658339,Knots,5.504167,California,Fresno,Not in a city
500.2021-03-11,Micrograms/cubic meter (25 C),0,0,Degrees Fahrenheit,44.666667,19,36.985119,-119.658339,Knots,2.704167,California,Fresno,Not in a city
500.2021-03-12,Micrograms/cubic meter (25 C),8,7,Degrees Fahrenheit,48.708333,19,36.985119,-119.658339,Knots,3.054167,California,Fresno,Not in a city
500.2021-03-13,Micrograms/cubic meter (25 C),11,10,Degrees Fahrenheit,51.666667,19,36.985119,-119.658339,Knots,3.533333,California,Fresno,Not in a city
500.2021-03-14,Micrograms/cubic meter (25 C),12,11,Degrees Fahrenheit,50.833333,19,36.985119,-119.658339,Knots,2.933333,California,Fresno,Not in a city
500.2021-03-15,Micrograms/cubic meter (25 C),2,2,Degrees Fahrenheit,43.583333,19,36.985119,-119.658339,Knots,4.45,California,Fresno,Not in a city
500.2021-03-16,Micrograms/cubic meter (25 C),4,4,Degrees Fahrenheit,44.25,19,36.985119,-119.658339,Knots,3.354167,California,Fresno,Not in a city
500.2021-03-17,Micrograms/cubic meter (25 C),7,6,Degrees Fahrenheit,50.541667,19,36.985119,-119.658339,Knots,3.179167,California,Fresno,Not in a city
500.2021-03-18,Micrograms/cubic meter (25 C),13,12,Degrees Fahrenheit,60.166667,19,36.985119,-119.658339,Knots,3.6125,California,Fresno,Not in a city
500.2021-03-19,Micrograms/cubic meter (25 C),6,6,Degrees Fahrenheit,56.416667,19,36.985119,-119.658339,Knots,3.791667,California,Fresno,Not in a city
500.2021-03-20,Micrograms/cubic meter (25 C),5,5,Degrees Fahrenheit,50.583333,19,36.985119,-119.658339,Knots,5.308333,California,Fresno,Not in a city
500.2021-03-21,Micrograms/cubic meter (25 C),5,5,Degrees Fahrenheit,48.791667,19,36.985119,-119.658339,Knots,3.254167,California,Fresno,Not in a city
500.2021-03-22,Micrograms/cubic meter (25 C),9,8,Degrees Fahrenheit,53.208333,19,36.985119,-119.658339,Knots,4.3125,California,Fresno,Not in a city
500.2021-03-23,Micrograms/cubic meter (25 C),76,61,Degrees Fahrenheit,53.458333,19,36.985119,-119.658339,Knots,6.808333,California,Fresno,Not in a city
500.2021-03-24,Micrograms/cubic meter (25 C),32,30,Degrees Fahrenheit,53.666667,19,36.985119,-119.658339,Knots,3.133333,California,Fresno,Not in a city
500.2021-03-25,Micrograms/cubic meter (25 C),12,11,Degrees Fahrenheit,51.416667,19,36.985119,-119.658339,Knots,4.0125,California,Fresno,Not in a city
500.2021-03-26,Micrograms/cubic meter (25 C),14,13,Degrees Fahrenheit,52.666667,19,36.985119,-119.658339,Knots,2.9625,California,Fresno,Not in a city
500.2021-03-27,Micrograms/cubic meter (25 C),14,13,Degrees Fahrenheit,58.916667,19,36.985119,-119.658339,Knots,3.6125,California,Fresno,Not in a city
500.2021-03-28,Micrograms/cubic meter (25 C),12,11,Degrees Fahrenheit,62.625,19,36.985119,-119.658339,Knots,4.104167,California,Fresno,Not in a city
500.2021-03-29,Micrograms/cubic meter (25 C),18,17,Degrees Fahrenheit,61.208333,19,36.985119,-119.658339,Knots,4.558333,California,Fresno,Not in a city
500.2021-03-30,Micrograms/cubic meter (25 C),32,30,Degrees Fahrenheit,57.5,19,36.985119,-119.658339,Knots,3.525,California,Fresno,Not in a city
500.2021-03-31,Micrograms/cubic meter (25 C),27,25,Degrees Fahrenheit,64.666667,19,36.985119,-119.658339,Knots,4.379167,California,Fresno,Not in a city
500.2021-04-01,Micrograms/cubic meter (25 C),30,28,Degrees Fahrenheit,66.75,19,36.985119,-119.658339,Knots,3.570833,California,Fresno,Not in a city
500.2021-04-02,Micrograms/cubic meter (25 C),31,29,Degrees Fahrenheit,67.875,19,36.985119,-119.658339,Knots,3.266667,California,Fresno,Not in a city
500.2021-04-03,Micrograms/cubic meter (25 C),28,26,Degrees Fahrenheit,63.041667,19,36.985119,-119.658339,Knots,3.108333,California,Fresno,Not in a city
500.2021-04-04,Micrograms/cubic meter (25 C),21,19,Degrees Fahrenheit,57.583333,19,36.985119,-119.658339,Knots,3.279167,California,Fresno,Not in a city
500.2021-04-05,Micrograms/cubic meter (25 C),17,16,Degrees Fahrenheit,57.166667,19,36.985119,-119.658339,Knots,3.3125,California,Fresno,Not in a city
500.2021-04-06,Micrograms/cubic meter (25 C),19,18,Degrees Fahrenheit,59.041667,19,36.985119,-119.658339,Knots,2.666667,California,Fresno,Not in a city
500.2021-04-07,Micrograms/cubic meter (25 C),21,19,Degrees Fahrenheit,63.833333,19,36.985119,-119.658339,Knots,3.866667,California,Fresno,Not in a city
500.2021-04-08,Micrograms/cubic meter (25 C),24,22,Degrees Fahrenheit,58.25,19,36.985119,-119.658339,Knots,3.4,California,Fresno,Not in a city
500.2021-04-09,Micrograms/cubic meter (25 C),22,20,Degrees Fahrenheit,61.166667,19,36.985119,-119.658339,Knots,3.420833,California,Fresno,Not in a city
500.2021-04-10,Micrograms/cubic meter (25 C),22,20,Degrees Fahrenheit,57.75,19,36.985119,-119.658339,Knots,2.654167,California,Fresno,Not in a city
500.2021-04-11,Micrograms/cubic meter (25 C),21,19,Degrees Fahrenheit,64.333333,19,36.985119,-119.658339,Knots,3.55,California,Fresno,Not in a city
500.2021-04-12,Micrograms/cubic meter (25 C),30,28,Degrees Fahrenheit,65.666667,19,36.985119,-119.658339,Knots,3.9625,California,Fresno,Not in a city
500.2021-04-13,Micrograms/cubic meter (25 C),41,38,Degrees Fahrenheit,62.458333,19,36.985119,-119.658339,Knots,4.854167,California,Fresno,Not in a city
500.2021-04-14,Micrograms/cubic meter (25 C),31,29,Degrees Fahrenheit,55.458333,19,36.985119,-119.658339,Knots,3.591667,California,Fresno,Not in a city
500.2021-04-15,Micrograms/cubic meter (25 C),30,28,Degrees Fahrenheit,59.916667,19,36.985119,-119.658339,Knots,3.525,California,Fresno,Not in a city
500.2021-04-16,Micrograms/cubic meter (25 C),33,31,Degrees Fahrenheit,62.583333,19,36.985119,-119.658339,Knots,3.816667,California,Fresno,Not in a city
500.2021-04-17,Micrograms/cubic meter (25 C),26,24,Degrees Fahrenheit,63.916667,19,36.985119,-119.658339,Knots,3.904167,California,Fresno,Not in a city
500.2021-04-18,Micrograms/cubic meter (25 C),14,13,Degrees Fahrenheit,68.958333,19,36.985119,-119.658339,Knots,4.120833,California,Fresno,Not in a city
500.2021-04-19,Micrograms/cubic meter (25 C),32,30,Degrees Fahrenheit,70.583333,19,36.985119,-119.658339,Knots,4.541667,California,Fresno,Not in a city
500.2021-04-20,Micrograms/cubic meter (25 C),52,48,Degrees Fahrenheit,64.125,19,36.985119,-119.658339,Knots,5.0375,California,Fresno,Not in a city
500.2021-04-21,Micrograms/cubic meter (25 C),30,28,Degrees Fahrenheit,59.416667,19,36.985119,-119.658339,Knots,2.5,California,Fresno,Not in a city
500.2021-04-22,Micrograms/cubic meter (25 C),45,42,Degrees Fahrenheit,64.166667,19,36.985119,-119.658339,Knots,4.1125,California,Fresno,Not in a city
500.2021-04-23,Micrograms/cubic meter (25 C),43,40,Degrees Fahrenheit,61.166667,19,36.985119,-119.658339,Knots,3.658333,California,Fresno,Not in a city
500.2021-04-24,Micrograms/cubic meter (25 C),24,22,Degrees Fahrenheit,61.25,19,36.985119,-119.658339,Knots,4.104167,California,Fresno,Not in a city
500.2021-04-25,Micrograms/cubic meter (25 C),9,8,Degrees Fahrenheit,55.791667,19,36.985119,-119.658339,Knots,4.154167,California,Fresno,Not in a city
500.2021-04-26,Micrograms/cubic meter (25 C),8,7,Degrees Fahrenheit,56.041667,19,36.985119,-119.658339,Knots,5.35,California,Fresno,Not in a city
500.2021-04-27,Micrograms/cubic meter (25 C),14,13,Degrees Fahrenheit,56.333333,19,36.985119,-119.658339,Knots,2.866667,California,Fresno,Not in a city
500.2021-04-28,Micrograms/cubic meter (25 C),21,19,Degrees Fahrenheit,65.375,19,36.985119,-119.658339,Knots,4.15,California,Fresno,Not in a city
500.2021-04-29,Micrograms/cubic meter (25 C),28,26,Degrees Fahrenheit,73.25,19,36.985119,-119.658339,Knots,3.591667,California,Fresno,Not in a city
500.2021-04-30,Micrograms/cubic meter (25 C),33,31,Degrees Fahrenheit,76.041667,19,36.985119,-119.658339,Knots,4.041667,California,Fresno,Not in a city
500.2021-05-01,Micrograms/cubic meter (25 C),23,21,Degrees Fahrenheit,68.541667,19,36.985119,-119.658339,Knots,5.675,California,Fresno,Not in a city
500.2021-05-02,Micrograms/cubic meter (25 C),33,31,Degrees Fahrenheit,65.5,19,36.985119,-119.658339,Knots,4.979167,California,Fresno,Not in a city
500.2021-05-03,Micrograms/cubic meter (25 C),37,34,Degrees Fahrenheit,69.25,19,36.985119,-119.658339,Knots,3.933333,California,Fresno,Not in a city
500.2021-05-04,Micrograms/cubic meter (25 C),43,40,Degrees Fahrenheit,74.916667,19,36.985119,-119.658339,Knots,4.070833,California,Fresno,Not in a city
500.2021-05-05,Micrograms/cubic meter (25 C),38,35,Degrees Fahrenheit,79.708333,19,36.985119,-119.658339,Knots,4.029167,California,Fresno,Not in a city
500.2021-05-06,Micrograms/cubic meter (25 C),29,27,Degrees Fahrenheit,75.25,19,36.985119,-119.658339,Knots,5.8625,California,Fresno,Not in a city
500.2021-05-07,Micrograms/cubic meter (25 C),25,23,Degrees Fahrenheit,66.5,19,36.985119,-119.658339,Knots,5.266667,California,Fresno,Not in a city
500.2021-05-08,Micrograms/cubic meter (25 C),37,34,Degrees Fahrenheit,67.5,19,36.985119,-119.658339,Knots,3.945833,California,Fresno,Not in a city
500.2021-05-09,Micrograms/cubic meter (25 C),35,32,Degrees Fahrenheit,71.458333,19,36.985119,-119.658339,Knots,4.5125,California,Fresno,Not in a city
500.2021-05-10,Micrograms/cubic meter (25 C),36,33,Degrees Fahrenheit,73.583333,19,36.985119,-119.658339,Knots,4.575,California,Fresno,Not in a city
500.2021-05-11,Micrograms/cubic meter (25 C),32,30,Degrees Fahrenheit,76.583333,19,36.985119,-119.658339,Knots,4.566667,California,Fresno,Not in a city
500.2021-05-12,Micrograms/cubic meter (25 C),41,38,Degrees Fahrenheit,79.791667,19,36.985119,-119.658339,Knots,4.475,California,Fresno,Not in a city
500.2021-05-13,Micrograms/cubic meter (25 C),43,40,Degrees Fahrenheit,77.916667,19,36.985119,-119.658339,Knots,4.508333,California,Fresno,Not in a city
500.2021-05-14,Micrograms/cubic meter (25 C),46,43,Degrees Fahrenheit,74.666667,19,36.985119,-119.658339,Knots,4.825,California,Fresno,Not in a city
